Name: Screw Jam_0.7.0_Apkpure.apk
UnityVersion: 2021.3.23f1
IL2CPP: True
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 48, m_Name: Hidden/Universal Render Pipeline/Sampling, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 54, m_Name: Hidden/Universal Render Pipeline/XR/XROcclusionMesh, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 55, m_Name: Hidden/Universal Render Pipeline/Edge Adaptive Spatial Upsampling, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 55, m_Name: Hidden/Universal Render Pipeline/Edge Adaptive Spatial Upsampling, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 56, m_Name: Hidden/Universal Render Pipeline/GaussianDepthOfField, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 57, m_Name: Hidden/Universal Render Pipeline/Bloom, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 57, m_Name: Hidden/Universal Render Pipeline/Bloom, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 57, m_Name: Hidden/Universal Render Pipeline/Bloom, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 57, m_Name: Hidden/Universal Render Pipeline/Bloom, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 57, m_Name: Hidden/Universal Render Pipeline/Bloom, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 57, m_Name: Hidden/Universal Render Pipeline/Bloom, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 57, m_Name: Hidden/Universal Render Pipeline/Bloom, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 57, m_Name: Hidden/Universal Render Pipeline/Bloom, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 58, m_Name: Hidden/Universal Render Pipeline/MaterialError, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 58, m_Name: Hidden/Universal Render Pipeline/MaterialError, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 59, m_Name: Hidden/Universal Render Pipeline/SubpixelMorphologicalAntialiasing, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 59, m_Name: Hidden/Universal Render Pipeline/SubpixelMorphologicalAntialiasing, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 59, m_Name: Hidden/Universal Render Pipeline/SubpixelMorphologicalAntialiasing, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 59, m_Name: Hidden/Universal Render Pipeline/SubpixelMorphologicalAntialiasing, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 59, m_Name: Hidden/Universal Render Pipeline/SubpixelMorphologicalAntialiasing, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 59, m_Name: Hidden/Universal Render Pipeline/SubpixelMorphologicalAntialiasing, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 60, m_Name: Hidden/Universal Render Pipeline/LutBuilderLdr, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 60, m_Name: Hidden/Universal Render Pipeline/LutBuilderLdr, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 61, m_Name: Hidden/Universal Render Pipeline/LensFlareDataDriven, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 61, m_Name: Hidden/Universal Render Pipeline/LensFlareDataDriven, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 61, m_Name: Hidden/Universal Render Pipeline/LensFlareDataDriven, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 61, m_Name: Hidden/Universal Render Pipeline/LensFlareDataDriven, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 61, m_Name: Hidden/Universal Render Pipeline/LensFlareDataDriven, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 61, m_Name: Hidden/Universal Render Pipeline/LensFlareDataDriven, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 61, m_Name: Hidden/Universal Render Pipeline/LensFlareDataDriven, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 61, m_Name: Hidden/Universal Render Pipeline/LensFlareDataDriven, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 62, m_Name: Hidden/kMotion/ObjectMotionVectors, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 62, m_Name: Hidden/kMotion/ObjectMotionVectors, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 63, m_Name: Hidden/Universal/CoreBlit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 64, m_Name: Hidden/Universal Render Pipeline/PaniniProjection, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 64, m_Name: Hidden/Universal Render Pipeline/PaniniProjection, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 65, m_Name: Hidden/Universal Render Pipeline/Blit, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 65, m_Name: Hidden/Universal Render Pipeline/Blit, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 66, m_Name: Hidden/Universal Render Pipeline/FinalPost, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 66, m_Name: Hidden/Universal Render Pipeline/FinalPost, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 66, m_Name: Hidden/Universal Render Pipeline/FinalPost, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 66, m_Name: Hidden/Universal Render Pipeline/FinalPost, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 67, m_Name: Hidden/kMotion/CameraMotionVectors, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 67, m_Name: Hidden/kMotion/CameraMotionVectors, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 68, m_Name: Hidden/Universal Render Pipeline/Debug/DebugReplacement, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 68, m_Name: Hidden/Universal Render Pipeline/Debug/DebugReplacement, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 69, m_Name: Hidden/Universal/CoreBlitColorAndDepth, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 69, m_Name: Hidden/Universal/CoreBlitColorAndDepth, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 69, m_Name: Hidden/Universal/CoreBlitColorAndDepth, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 69, m_Name: Hidden/Universal/CoreBlitColorAndDepth, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 70, m_Name: Hidden/Universal Render Pipeline/XR/XRMirrorView, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 70, m_Name: Hidden/Universal Render Pipeline/XR/XRMirrorView, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 70, m_Name: Hidden/Universal Render Pipeline/XR/XRMirrorView, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 70, m_Name: Hidden/Universal Render Pipeline/XR/XRMirrorView, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 71, m_Name: Hidden/Universal Render Pipeline/CopyDepth, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 71, m_Name: Hidden/Universal Render Pipeline/CopyDepth, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 72, m_Name: Hidden/Universal Render Pipeline/FallbackError, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 72, m_Name: Hidden/Universal Render Pipeline/FallbackError, type: Shader}
Dont support version 2048 != 202012090
Dont support version 1 != 202012090
Dont support version 2256760 != 202012090
Dont support version 1 != 202012090
Dont support version 1 != 202012090
Dont support version 1 != 202012090
Dont support version 11379676 != 202012090
Dont support version 1 != 202012090
Dont support version 2 != 202012090
Dont support version 3349540 != 202012090
Dont support version 2 != 202012090
Dont support version 2 != 202012090
Dont support version 9810940 != 202012090
Dont support version 11692160 != 202012090
Dont support version 2048 != 202012090
Dont support version 2 != 202012090
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 74, m_Name: Hidden/Universal Render Pipeline/Scaling Setup, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 74, m_Name: Hidden/Universal Render Pipeline/Scaling Setup, type: Shader}
Error convert for vertex shader {fileID: 0 (globalgamemanagers.assets), pathID: 76, m_Name: Hidden/Universal Render Pipeline/LutBuilderHdr, type: Shader}
Error convert for fragment shader {fileID: 0 (globalgamemanagers.assets), pathID: 76, m_Name: Hidden/Universal Render Pipeline/LutBuilderHdr, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 413, m_Name: Shader Graphs/MetaBuildingShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 414, m_Name: Shader Graphs/PanelShadowShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 414, m_Name: Shader Graphs/PanelShadowShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 414, m_Name: Shader Graphs/PanelShadowShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 414, m_Name: Shader Graphs/PanelShadowShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 414, m_Name: Shader Graphs/PanelShadowShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 414, m_Name: Shader Graphs/PanelShadowShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 415, m_Name: Shader Graphs/PanelShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 415, m_Name: Shader Graphs/PanelShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 415, m_Name: Shader Graphs/PanelShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 415, m_Name: Shader Graphs/PanelShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 415, m_Name: Shader Graphs/PanelShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 415, m_Name: Shader Graphs/PanelShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 416, m_Name: Shader Graphs/ScrewShaderTest, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 416, m_Name: Shader Graphs/ScrewShaderTest, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 416, m_Name: Shader Graphs/ScrewShaderTest, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 416, m_Name: Shader Graphs/ScrewShaderTest, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 416, m_Name: Shader Graphs/ScrewShaderTest, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 416, m_Name: Shader Graphs/ScrewShaderTest, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 417, m_Name: Shader Graphs/ModuleShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 417, m_Name: Shader Graphs/ModuleShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 417, m_Name: Shader Graphs/ModuleShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 417, m_Name: Shader Graphs/ModuleShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 417, m_Name: Shader Graphs/ModuleShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 417, m_Name: Shader Graphs/ModuleShader, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 418, m_Name: Shader Graphs/GradientPlane, type: Shader}
Error convert for vertex shader {fileID: 0 (sharedassets2.assets), pathID: 419, m_Name: Shader Graphs/ColorSlotShapeShader, type: Shader}
Error convert for fragment shader {fileID: 0 (sharedassets2.assets), pathID: 419, m_Name: Shader Graphs/ColorSlotShapeShader, type: Shader}
